Date/Time       	Load	VER	Hydro	Fossil/Biomass	Nuclear
09/19/2022 17:05	6191	124	6654	1122	1132
09/19/2022 17:10	6214	114	6823	1125	1131
09/19/2022 17:15	6216	108	6883	1122	1136
09/19/2022 17:20	6239	105	6918	1122	1129
09/19/2022 17:25	6148	97	6943	1124	1136
09/19/2022 17:30	6147	95	6917	1123	1134
09/19/2022 17:35	6158	86	6941	1125	1130
09/19/2022 17:40	6238	80	6989	1125	1134
09/19/2022 17:45	6156	75	7103	1125	1137
09/19/2022 17:50	6287	68	7237	1124	1134
09/19/2022 17:55	6320	63	7547	1125	1134
09/19/2022 18:00	6265	54	7544	1125	1134
09/19/2022 18:05	6290	65	7266	1126	1134
09/19/2022 18:10	6229	59	7324	1127	1128
09/19/2022 18:15	6250	57	7365	1127	1133
09/19/2022 18:20	6236	48	7330	1126	1134
09/19/2022 18:25	6151	46	7483	1131	1133
09/19/2022 18:30	6148	40	7581	1128	1129
09/19/2022 18:35	6143	38	7676	1127	1129
09/19/2022 18:40	6154	36	7623	1126	1134
09/19/2022 18:45	6139	34	7614	1132	1134
09/19/2022 18:50	6136	35	7606	1141	1131
09/19/2022 18:55	6121	33	7620	1143	1134
09/19/2022 19:00	6114	34	7621	1136	1135
09/19/2022 19:05	6106	34	7644	1138	1134
09/19/2022 19:10	6129	37	7616	1144	1135
09/19/2022 19:15	6126	38	7648	1148	1135
09/19/2022 19:20	6138	36	7684	1144	1135
09/19/2022 19:25	6195	33	7720	1146	1134
09/19/2022 19:30	6124	31	7724	1148	1133
09/19/2022 19:35	6217	30	7666	1150	1131
09/19/2022 19:40	6128	28	7612	1150	1134
09/19/2022 19:45	6198	27	7621	1149	1137
09/19/2022 19:50	6165	27	7580	1132	1136
09/19/2022 19:55	6161	27	7424	1156	1136
09/19/2022 20:00	6168	25	7192	1168	1137
09/19/2022 20:05	6074	12	7089	1147	1132
09/19/2022 20:10	6081	12	6945	1142	1137
09/19/2022 20:15	6051	12	6800	1143	1133
09/19/2022 20:20	6018	12	6781	1145	1137
09/19/2022 20:25	6097	12	6798	1139	1139
09/19/2022 20:30	5992	13	6764	1149	1138
09/19/2022 20:35	6021	14	6730	1150	1137
09/19/2022 20:40	5993	15	6745	1149	1139
09/19/2022 20:45	5952	15	6776	1150	1140
09/19/2022 20:50	5945	15	6767	1150	1139
09/19/2022 20:55	5933	17	6724	1151	1138
09/19/2022 21:00	5864	16	6534	1152	1137
09/19/2022 21:05	5742	9	6422	1152	1139
09/19/2022 21:10	5772	9	6290	1151	1139
09/19/2022 21:15	5753	10	6235	1153	1140
09/19/2022 21:20	5768	8	6116	1150	1136
09/19/2022 21:25	5665	8	5985	1151	1140
09/19/2022 21:30	5640	8	6015	1152	1140
09/19/2022 21:35	5638	7	6007	1155	1135
09/19/2022 21:40	5596	7	5994	1153	1137
09/19/2022 21:45	5578	8	5978	1152	1140
09/19/2022 21:50	5450	9	5986	1152	1140
09/19/2022 21:55	5399	9	5818	1154	1142
09/19/2022 22:00	5467	10	5548	1151	1140
09/19/2022 22:05	5393	13	5283	1152	1140
09/19/2022 22:10	5366	17	5279	1151	1142
09/19/2022 22:15	5365	21	5141	1156	1142
09/19/2022 22:20	5303	21	5147	1153	1142
09/19/2022 22:25	5250	19	5140	1154	1140
09/19/2022 22:30	5223	17	5127	1157	1143
09/19/2022 22:35	5199	18	5145	1153	1137
09/19/2022 22:40	5111	21	5099	1153	1144
09/19/2022 22:45	5161	19	5116	1156	1140
09/19/2022 22:50	5093	20	5133	1152	1143
09/19/2022 22:55	5094	25	5110	1132	1142
09/19/2022 23:00	5033	21	4983	1122	1140
09/19/2022 23:05	5044	22	4922	1109	1136
09/19/2022 23:10	5000	22	4819	1087	1142
09/19/2022 23:15	4975	23	4712	1085	1137
09/19/2022 23:20	4956	26	4686	1081	1142
09/19/2022 23:25	4932	28	4690	1083	1142
09/19/2022 23:30	4832	38	4621	1086	1143
09/19/2022 23:35	4876	53	4670	1081	1137
09/19/2022 23:40	4842	75	4652	1082	1135
09/19/2022 23:45	4767	90	4651	1087	1142
09/19/2022 23:50	4810	113	4668	1092	1138
09/19/2022 23:55	4839	140	4632	1090	1143
09/20/2022 00:00	4702	170	4476	1094	1144
09/20/2022 00:05	4787	207	4366	1088	1137
09/20/2022 00:10	4751	244	4277	1088	1142
09/20/2022 00:15	4652	276	4158	1088	1144
09/20/2022 00:20	4631	313	4074	1087	1139
09/20/2022 00:25	4616	345	4031	1091	1143
09/20/2022 00:30	4613	365	4042	1092	1143
09/20/2022 00:35	4684	403	4049	1092	1140
09/20/2022 00:40	4646	432	4043	1091	1142
09/20/2022 00:45	4670	447	4060	1093	1138
09/20/2022 00:50	4684	481	4073	1095	1140
09/20/2022 00:55	4636	518	4154	1093	1140
09/20/2022 01:00	4671	568	4103	1095	1146
09/20/2022 01:05	4654	620	4031	1090	1145
09/20/2022 01:10	4622	670	4063	1090	1140
09/20/2022 01:15	4537	715	3910	1090	1141
09/20/2022 01:20	4513	738	3878	1090	1144
09/20/2022 01:25	4631	771	3863	1093	1145
09/20/2022 01:30	4503	813	3896	1095	1146
09/20/2022 01:35	4587	891	3890	1094	1140
09/20/2022 01:40	4508	957	3853	1092	1146
09/20/2022 01:45	4593	1004	3815	1084	1147
09/20/2022 01:50	4582	1063	3811	1093	1147
09/20/2022 01:55	4563	1092	3842	1095	1142
09/20/2022 02:00	4557	1127	3846	1100	1147
09/20/2022 02:05	4556	1190	3775	1091	1146
09/20/2022 02:10	4499	1229	3782	1089	1143
09/20/2022 02:15	4490	1232	3838	1089	1140
09/20/2022 02:20	4552	1236	3822	1094	1146
09/20/2022 02:25	4568	1220	3794	1093	1147
09/20/2022 02:30	4542	1228	3704	1095	1140
09/20/2022 02:35	4539	1229	3823	1097	1146
09/20/2022 02:40	4542	1238	3759	1095	1142
09/20/2022 02:45	4543	1241	3654	1097	1141
09/20/2022 02:50	4538	1247	3817	1092	1147
09/20/2022 02:55	4526	1255	3891	1094	1147
09/20/2022 03:00	4458	1266	3871	1093	1148
09/20/2022 03:05	4486	1267	3868	1093	1142
09/20/2022 03:10	4534	1289	3885	1091	1144
09/20/2022 03:15	4539	1310	3889	1093	1146
09/20/2022 03:20	4531	1306	3866	1094	1148
09/20/2022 03:25	4515	1286	3871	1096	1149
09/20/2022 03:30	4520	1284	3891	1097	1141
09/20/2022 03:35	4539	1256	3888	1094	1141
09/20/2022 03:40	4536	1232	3883	1093	1149
09/20/2022 03:45	4512	1200	3940	1094	1143
09/20/2022 03:50	4446	1144	3906	1098	1148
09/20/2022 03:55	4456	1128	3969	1095	1146
09/20/2022 04:00	4456	1081	3990	1099	1146
09/20/2022 04:05	4542	1006	4123	1093	1146
09/20/2022 04:10	4572	966	4161	1095	1148
09/20/2022 04:15	4501	942	4136	1093	1146
09/20/2022 04:20	4566	911	4154	1098	1147
09/20/2022 04:25	4569	876	4162	1096	1147
09/20/2022 04:30	4586	838	4149	1095	1147
09/20/2022 04:35	4597	810	4162	1096	1148
09/20/2022 04:40	4594	770	4152	1093	1147
09/20/2022 04:45	4558	751	4138	1094	1148
09/20/2022 04:50	4638	727	4126	1092	1149
09/20/2022 04:55	4665	707	4164	1092	1146
09/20/2022 05:00	4709	682	4230	1091	1147
09/20/2022 05:05	4765	669	4410	1094	1149
09/20/2022 05:10	4796	662	4462	1093	1141
09/20/2022 05:15	4803	649	4505	1094	1148
09/20/2022 05:20	4845	635	4467	1090	1148
09/20/2022 05:25	4843	627	4462	1093	1148
09/20/2022 05:30	4821	624	4429	1090	1146
09/20/2022 05:35	4831	614	4463	1095	1150
09/20/2022 05:40	4906	615	4549	1092	1146
09/20/2022 05:45	4971	628	4613	1095	1149
09/20/2022 05:50	4955	635	4644	1099	1142
09/20/2022 05:55	5052	639	4697	1107	1147
09/20/2022 06:00	5008	648	4714	1116	1147
09/20/2022 06:05	5197	651	4723	1124	1146
09/20/2022 06:10	5207	656	4826	1132	1148
09/20/2022 06:15	5260	667	4942	1132	1147
09/20/2022 06:20	5322	663	4922	1136	1148
09/20/2022 06:25	5270	658	4948	1136	1146
09/20/2022 06:30	5261	671	4865	1137	1147
09/20/2022 06:35	5337	652	4878	1137	1147
09/20/2022 06:40	5457	638	4915	1136	1146
09/20/2022 06:45	5435	650	4896	1135	1147
09/20/2022 06:50	5400	662	4907	1134	1147
09/20/2022 06:55	5463	675	5010	1145	1146
09/20/2022 07:00	5477	687	5058	1158	1145
09/20/2022 07:05	5544	678	5109	1152	1143
09/20/2022 07:10	5556	674	5172	1155	1146
09/20/2022 07:15	5573	646	5193	1151	1147
09/20/2022 07:20	5490	627	5245	1150	1146
09/20/2022 07:25	5513	619	5218	1149	1146
09/20/2022 07:30	5556	611	5213	1151	1146
09/20/2022 07:35	5592	596	5201	1150	1146
09/20/2022 07:40	5539	574	5263	1154	1144
09/20/2022 07:45	5593	549	5267	1154	1142
09/20/2022 07:50	5630	497	5284	1153	1146
09/20/2022 07:55	5626	456	5286	1155	1146
09/20/2022 08:00	5642	431	5278	1155	1141
09/20/2022 08:05	5594	383	5204	1158	1143
09/20/2022 08:10	5564	341	5181	1152	1145
09/20/2022 08:15	5653	316	5202	1151	1145
09/20/2022 08:20	5660	295	5202	1153	1146
09/20/2022 08:25	5669	279	5158	1151	1140
09/20/2022 08:30	5632	276	5142	1152	1147
09/20/2022 08:35	5667	279	5158	1146	1146
09/20/2022 08:40	5619	285	5180	1145	1146
09/20/2022 08:45	5653	289	5160	1144	1146
09/20/2022 08:50	5663	292	5161	1146	1146
09/20/2022 08:55	5660	300	5191	1145	1145
09/20/2022 09:00	5567	312	5038	1146	1140
09/20/2022 09:05	5660	318	5049	1146	1146
09/20/2022 09:10	5691	315	5091	1149	1146
09/20/2022 09:15	5704	299	5091	1148	1146
09/20/2022 09:20	5591	298	5082	1152	1145
09/20/2022 09:25	5691	315	5084	1149	1140
09/20/2022 09:30	5664	338	5087	1144	1146
09/20/2022 09:35	5672	336	5070	1148	1141
09/20/2022 09:40	5674	352	5096	1149	1138
09/20/2022 09:45	5591	376	5062	1148	1143
09/20/2022 09:50	5686	412	5062	1149	1144
09/20/2022 09:55	5689	453	4998	1150	1143
09/20/2022 10:00	5674	492	4910	1148	1143
09/20/2022 10:05	5609	491	5032	1146	1144
09/20/2022 10:10	5650	529	5095	1144	1145
09/20/2022 10:15	5684	556	5052	1145	1143
09/20/2022 10:20	5668	579	5062	1147	1143
09/20/2022 10:25	5660	554	5074	1143	1142
09/20/2022 10:30	5595	592	5039	1138	1143
09/20/2022 10:35	5593	586	5034	1133	1143
09/20/2022 10:40	5675	592	5061	1138	1141
09/20/2022 10:45	5717	614	5081	1140	1142
09/20/2022 10:50	5690	633	5060	1147	1141
09/20/2022 10:55	5605	678	5023	1135	1143
09/20/2022 11:00	5680	714	4864	1124	1143
09/20/2022 11:05	5704	715	4924	1115	1140
09/20/2022 11:10	5734	741	5017	1105	1142
09/20/2022 11:15	5722	748	5021	1106	1142
09/20/2022 11:20	5622	765	4936	1112	1143
09/20/2022 11:25	5654	804	4918	1105	1136
09/20/2022 11:30	5660	790	4948	1104	1140
09/20/2022 11:35	5719	779	4970	1110	1143
09/20/2022 11:40	5769	813	4957	1114	1141
09/20/2022 11:45	5760	782	4985	1112	1139
09/20/2022 11:50	5755	822	4940	1118	1142
09/20/2022 11:55	5776	828	4924	1119	1144
09/20/2022 12:00	5808	813	5018	1119	1142
09/20/2022 12:05	5770	832	5078	1126	1143
09/20/2022 12:10	5698	827	5092	1127	1142
09/20/2022 12:15	5678	828	5119	1123	1141
09/20/2022 12:20	5716	821	5191	1122	1142
09/20/2022 12:25	5778	824	5144	1116	1142
09/20/2022 12:30	5840	826	5183	1113	1143
09/20/2022 12:35	5787	784	5197	1118	1142
09/20/2022 12:40	5722	790	5165	1116	1137
09/20/2022 12:45	5823	801	5166	1119	1138
09/20/2022 12:50	5826	760	5189	1117	1142
09/20/2022 12:55	5834	715	5131	1121	1141
09/20/2022 13:00	5838	723	5194	1117	1140
09/20/2022 13:05	5761	781	5115	1117	1140
09/20/2022 13:10	5783	775	5059	1119	1135
09/20/2022 13:15	5866	767	5117	1119	1139
09/20/2022 13:20	5867	801	5132	1116	1140
09/20/2022 13:25	5865	802	5165	1117	1137
09/20/2022 13:30	5859	805	5162	1117	1137
09/20/2022 13:35	5809	774	5188	1118	1137
09/20/2022 13:40	5860	744	5128	1118	1140
09/20/2022 13:45	5901	728	5248	1115	1141
09/20/2022 13:50	5803	717	5159	1111	1137
09/20/2022 13:55	5905	711	5153	1117	1140
09/20/2022 14:00	5861	702	5389	1119	1135
09/20/2022 14:05	5782	670	5432	1127	1137
09/20/2022 14:10	5851	643	5550	1127	1136
09/20/2022 14:15	5890	691	5603	1128	1140
09/20/2022 14:20	5857	645	5620	1124	1134
09/20/2022 14:25	5826	665	5582	1125	1140
09/20/2022 14:30	5894	681	5602	1129	1140
09/20/2022 14:35	5880	692	5637	1124	1140
09/20/2022 14:40	5873	684	5643	1126	1140
09/20/2022 14:45	5927	633	5628	1133	1141
09/20/2022 14:50	5834	690	5589	1129	1138
09/20/2022 14:55	5926	720	5512	1128	1140
09/20/2022 15:00	5908	682	5742	1129	1134
09/20/2022 15:05	5929	716	5877	1131	1140
09/20/2022 15:10	5850	701	5898	1129	1139
09/20/2022 15:15	5923	686	5950	1130	1139
09/20/2022 15:20	5961	660	5936	1130	1141
09/20/2022 15:25	5936	634	5937	1126	1140
09/20/2022 15:30	5943	628	5999	1131	1140
09/20/2022 15:35	5859	674	5905	1126	1141
09/20/2022 15:40	5870	679	5907	1126	1140
09/20/2022 15:45	5911	656	5849	1129	1140
09/20/2022 15:50	5907	636	5836	1125	1140
09/20/2022 15:55	5955	665	5945	1127	1141
09/20/2022 16:00	5963	666	6137	1128	1143
09/20/2022 16:05	5950	646	6251	1127	1141
09/20/2022 16:10	5988	662	6510	1129	1139
09/20/2022 16:15	6004	614	6531	1133	1142
09/20/2022 16:20	6037	588	6547	1132	1140
09/20/2022 16:25	6052	626	6513	1125	1141
09/20/2022 16:30	6056	623	6554	1132	1142
09/20/2022 16:35	6007	655	6501	1130	1138
09/20/2022 16:40	5948	654	6397	1128	1138
09/20/2022 16:45	6043	645	6486	1125	1137
09/20/2022 16:50	6072	654	6511	1127	1140
09/20/2022 16:55	6075	662	6655	1131	1139
09/20/2022 17:00	6030	670	6995	1131	1136
09/20/2022 17:05	6103	705	7112	1131	1138
09/20/2022 17:10	6078	726	7307	1130	1137
09/20/2022 17:15	6146	735	7341	1126	1137
09/20/2022 17:20	6126	753	7306	1134	1132
09/20/2022 17:25	6052	733	7339	1132	1139
09/20/2022 17:30	6080	721	7303	1135	1139
09/20/2022 17:35	6097	722	7292	1133	1134
09/20/2022 17:40	6129	711	7354	1134	1138
09/20/2022 17:45	6176	694	7453	1136	1139
09/20/2022 17:50	6176	665	7740	1141	1140
09/20/2022 17:55	6214	666	7802	1139	1139
09/20/2022 18:00	6211	655	7776	1135	1140
09/20/2022 18:05	6180	646	7619	1140	1140
09/20/2022 18:10	6184	636	7598	1138	1137
09/20/2022 18:15	6202	636	7597	1139	1138
09/20/2022 18:20	6184	593	7523	1141	1138
09/20/2022 18:25	6207	581	7547	1136	1138
09/20/2022 18:30	6117	559	7661	1139	1138
09/20/2022 18:35	6103	529	7631	1137	1140
09/20/2022 18:40	6182	516	7712	1137	1139
09/20/2022 18:45	6082	499	7704	1142	1139
09/20/2022 18:50	6187	477	7805	1146	1139
09/20/2022 18:55	6141	459	7881	1141	1138
09/20/2022 19:00	6146	437	7912	1145	1138
09/20/2022 19:05	6154	429	7827	1143	1138
09/20/2022 19:10	6176	414	7956	1144	1140
09/20/2022 19:15	6151	413	7957	1145	1140
09/20/2022 19:20	6109	416	7936	1149	1139
09/20/2022 19:25	6202	425	7958	1150	1140
09/20/2022 19:30	6233	430	7992	1150	1134
09/20/2022 19:35	6190	436	7932	1147	1140
09/20/2022 19:40	6174	428	7908	1147	1140
09/20/2022 19:45	6168	432	7920	1148	1142
09/20/2022 19:50	6163	433	7859	1146	1140
09/20/2022 19:55	6157	442	7703	1142	1140
09/20/2022 20:00	6148	440	7604	1151	1140
09/20/2022 20:05	6064	451	7732	1152	1136
09/20/2022 20:10	6093	446	7563	1147	1137
09/20/2022 20:15	6082	433	7536	1143	1141
09/20/2022 20:20	6049	411	7542	1148	1142
09/20/2022 20:25	6032	391	7534	1148	1137
09/20/2022 20:30	5956	369	7530	1146	1142
09/20/2022 20:35	5997	358	7547	1147	1139
09/20/2022 20:40	5950	347	7552	1147	1139
09/20/2022 20:45	5916	335	7574	1146	1138
09/20/2022 20:50	5856	333	7556	1145	1142
09/20/2022 20:55	5818	319	7348	1146	1138
09/20/2022 21:00	5746	304	7093	1151	1138
09/20/2022 21:05	5814	284	6881	1150	1144
09/20/2022 21:10	5695	272	6662	1150	1143
09/20/2022 21:15	5704	265	6651	1150	1146
09/20/2022 21:20	5685	254	6628	1148	1144
09/20/2022 21:25	5676	263	6522	1147	1141
09/20/2022 21:30	5616	268	6408	1147	1145
09/20/2022 21:35	5593	270	6388	1149	1145
09/20/2022 21:40	5574	271	6387	1148	1142
09/20/2022 21:45	5510	268	6294	1151	1143
09/20/2022 21:50	5418	264	6201	1152	1139
09/20/2022 21:55	5423	274	6238	1153	1144
09/20/2022 22:00	5376	286	6122	1151	1145
09/20/2022 22:05	5382	302	5878	1149	1145
09/20/2022 22:10	5322	318	5724	1152	1140
09/20/2022 22:15	5283	328	5632	1151	1146
09/20/2022 22:20	5280	338	5560	1148	1145
09/20/2022 22:25	5235	344	5525	1152	1145
09/20/2022 22:30	5185	359	5463	1149	1145
09/20/2022 22:35	5110	349	5409	1151	1146
09/20/2022 22:40	5063	350	5369	1150	1144
09/20/2022 22:45	5027	344	5385	1147	1145
09/20/2022 22:50	5060	338	5379	1149	1146
09/20/2022 22:55	5055	334	5389	1151	1148
09/20/2022 23:00	4960	325	5247	1150	1140
09/20/2022 23:05	4998	319	4988	1154	1145
09/20/2022 23:10	4955	327	4807	1154	1146
09/20/2022 23:15	4936	342	4745	1151	1146
09/20/2022 23:20	4935	358	4738	1153	1141
09/20/2022 23:25	4900	367	4725	1153	1148
09/20/2022 23:30	4791	368	4694	1153	1146
09/20/2022 23:35	4850	382	4615	1155	1140
09/20/2022 23:40	4806	383	4644	1158	1143
09/20/2022 23:45	4810	371	4639	1156	1145
09/20/2022 23:50	4775	359	4550	1155	1146
09/20/2022 23:55	4761	345	4460	1136	1146
09/21/2022 00:00	4723	323	4466	1120	1146
09/21/2022 00:05	4728	330	4457	1106	1142
09/21/2022 00:10	4684	319	4413	1089	1145
09/21/2022 00:15	4612	298	4399	1091	1146
09/21/2022 00:20	4584	292	4350	1089	1140
09/21/2022 00:25	4586	300	4325	1097	1146
09/21/2022 00:30	4641	292	4385	1094	1148
09/21/2022 00:35	4626	287	4306	1093	1145
09/21/2022 00:40	4538	303	4305	1094	1140
09/21/2022 00:45	4590	295	4246	1097	1146
09/21/2022 00:50	4596	288	4216	1095	1145
09/21/2022 00:55	4584	277	4238	1096	1146
09/21/2022 01:00	4576	263	4229	1095	1147
09/21/2022 01:05	4487	258	4227	1099	1146
09/21/2022 01:10	4482	259	4133	1095	1141
09/21/2022 01:15	4483	264	4066	1092	1146
09/21/2022 01:20	4542	271	4056	1098	1147
09/21/2022 01:25	4524	276	4065	1095	1148
09/21/2022 01:30	4443	273	4046	1093	1147
09/21/2022 01:35	4506	274	4039	1097	1142
09/21/2022 01:40	4526	257	4032	1095	1142
09/21/2022 01:45	4514	243	4010	1096	1148
09/21/2022 01:50	4511	240	4012	1097	1146
09/21/2022 01:55	4505	239	4063	1095	1146
09/21/2022 02:00	4401	251	3937	1097	1147
09/21/2022 02:05	4476	258	3946	1097	1142
09/21/2022 02:10	4466	264	3943	1094	1144
09/21/2022 02:15	4479	268	3928	1095	1149
09/21/2022 02:20	4442	258	3954	1098	1148
09/21/2022 02:25	4476	261	3977	1096	1148
09/21/2022 02:30	4450	266	3910	1094	1147
09/21/2022 02:35	4455	268	3931	1095	1148
09/21/2022 02:40	4463	283	3888	1098	1146
09/21/2022 02:45	4363	292	3827	1097	1146
09/21/2022 02:50	4380	300	3862	1096	1141
09/21/2022 02:55	4347	304	3857	1095	1147
09/21/2022 03:00	4440	306	3855	1091	1144
09/21/2022 03:05	4439	317	3892	1097	1146
09/21/2022 03:10	4371	333	3872	1096	1146
09/21/2022 03:15	4423	343	3897	1097	1147
09/21/2022 03:20	4423	343	3948	1099	1148
09/21/2022 03:25	4435	352	3904	1096	1146
09/21/2022 03:30	4432	372	3902	1096	1145
09/21/2022 03:35	4381	367	3882	1099	1146
09/21/2022 03:40	4433	360	3894	1095	1147
09/21/2022 03:45	4455	351	3867	1096	1143
09/21/2022 03:50	4452	341	3882	1095	1143
09/21/2022 03:55	4378	328	3980	1099	1146
09/21/2022 04:00	4491	326	4056	1097	1148
09/21/2022 04:05	4521	323	4151	1096	1147
09/21/2022 04:10	4529	299	4196	1099	1143
09/21/2022 04:15	4504	284	4237	1097	1149
09/21/2022 04:20	4540	276	4233	1099	1149
09/21/2022 04:25	4469	277	4173	1098	1142
09/21/2022 04:30	4525	287	4200	1097	1148
09/21/2022 04:35	4557	302	4203	1097	1149
09/21/2022 04:40	4618	300	4192	1101	1149
09/21/2022 04:45	4527	316	4202	1097	1144
09/21/2022 04:50	4649	303	4232	1098	1143
09/21/2022 04:55	4684	291	4388	1098	1149
09/21/2022 05:00	4708	280	4562	1107	1149
09/21/2022 05:05	4743	284	4721	1116	1143
09/21/2022 05:10	4716	279	4758	1121	1149
09/21/2022 05:15	4846	263	4872	1124	1148
09/21/2022 05:20	4862	260	4811	1125	1149
09/21/2022 05:25	4907	260	4827	1123	1149
09/21/2022 05:30	4939	259	4904	1124	1150
09/21/2022 05:35	4955	254	4909	1121	1148
09/21/2022 05:40	5003	224	4969	1119	1149
09/21/2022 05:45	5012	201	5076	1121	1149
09/21/2022 05:50	5098	187	5140	1127	1149
09/21/2022 05:55	5112	174	4984	1134	1150
09/21/2022 06:00	5060	174	4969	1134	1149
09/21/2022 06:05	5243	164	4979	1140	1152
09/21/2022 06:10	5280	159	4972	1143	1149
09/21/2022 06:15	5334	161	4974	1138	1151
09/21/2022 06:20	5353	146	4997	1142	1150
09/21/2022 06:25	5404	143	5106	1142	1150
09/21/2022 06:30	5447	134	5087	1141	1148
09/21/2022 06:35	5455	131	5097	1141	1150
09/21/2022 06:40	5491	130	5084	1142	1149
09/21/2022 06:45	5415	124	5058	1140	1145
09/21/2022 06:50	5515	112	5114	1140	1143
09/21/2022 06:55	5562	107	5212	1145	1145
09/21/2022 07:00	5576	99	5282	1143	1149
09/21/2022 07:05	5615	97	5307	1139	1149
09/21/2022 07:10	5583	95	5217	1141	1145
09/21/2022 07:15	5666	94	5223	1141	1149
09/21/2022 07:20	5679	96	5247	1143	1144
09/21/2022 07:25	5703	109	5169	1143	1148
09/21/2022 07:30	5596	111	5142	1141	1144
09/21/2022 07:35	5596	112	5145	1145	1149
09/21/2022 07:40	5706	113	5087	1143	1149
09/21/2022 07:45	5690	116	5085	1139	1149
09/21/2022 07:50	5607	122	5105	1141	1148
09/21/2022 07:55	5666	120	5108	1149	1147
09/21/2022 08:00	5697	124	5252	1151	1148
09/21/2022 08:05	5675	122	5243	1150	1148
09/21/2022 08:10	5729	115	5412	1156	1146
09/21/2022 08:15	5743	119	5367	1155	1142
09/21/2022 08:20	5620	116	5327	1158	1147
09/21/2022 08:25	5667	106	5416	1160	1147
09/21/2022 08:30	5679	99	5468	1155	1149
09/21/2022 08:35	5771	102	5474	1158	1147
09/21/2022 08:40	5761	104	5465	1161	1142
09/21/2022 08:45	5710	98	5423	1158	1146
09/21/2022 08:50	5737	95	5402	1159	1146
09/21/2022 08:55	5758	96	5308	1158	1152
09/21/2022 09:00	5749	103	5167	1158	1152
09/21/2022 09:05	5729	99	5253	1154	1156
09/21/2022 09:10	5674	112	5204	1160	1157
09/21/2022 09:15	5674	120	5151	1158	1152
09/21/2022 09:20	5738	146	5119	1157	1156
09/21/2022 09:25	5747	138	5118	1155	1156
09/21/2022 09:30	5644	161	5147	1154	1154
09/21/2022 09:35	5757	169	5132	1158	1155
09/21/2022 09:40	5763	172	5087	1159	1152
09/21/2022 09:45	5735	146	5087	1160	1155
09/21/2022 09:50	5739	164	5207	1159	1156
09/21/2022 09:55	5778	148	5240	1162	1156
09/21/2022 10:00	5652	135	5177	1158	1152
09/21/2022 10:05	5756	120	5214	1157	1155
09/21/2022 10:10	5646	119	5277	1161	1154
09/21/2022 10:15	5736	127	5252	1159	1154
09/21/2022 10:20	5725	129	5345	1160	1152
09/21/2022 10:25	5718	120	5414	1159	1150
09/21/2022 10:30	5751	121	5417	1161	1154
09/21/2022 10:35	5742	113	5453	1157	1154
09/21/2022 10:40	5744	100	5455	1161	1154
09/21/2022 10:45	5727	96	5486	1161	1156
09/21/2022 10:50	5654	107	5433	1159	1157
09/21/2022 10:55	5729	101	5262	1161	1156
09/21/2022 11:00	5761	97	5318	1157	1152
09/21/2022 11:05	5654	102	5331	1157	1156
09/21/2022 11:10	5774	116	5413	1158	1155
09/21/2022 11:15	5777	111	5393	1157	1156
09/21/2022 11:20	5737	118	5429	1156	1155
09/21/2022 11:25	5728	126	5414	1160	1154
09/21/2022 11:30	5715	123	5377	1155	1154
09/21/2022 11:35	5593	121	5338	1157	1155
09/21/2022 11:40	5658	122	5261	1159	1155
09/21/2022 11:45	5650	138	5290	1154	1156
09/21/2022 11:50	5649	136	5283	1154	1156
09/21/2022 11:55	5658	155	5319	1153	1152
09/21/2022 12:00	5753	139	5421	1157	1156
09/21/2022 12:05	5712	142	5488	1161	1155
09/21/2022 12:10	5782	120	5528	1156	1157
09/21/2022 12:15	5721	115	5558	1157	1154
09/21/2022 12:20	5724	112	5517	1154	1155
09/21/2022 12:25	5768	115	5497	1156	1149
09/21/2022 12:30	5741	124	5548	1154	1143
09/21/2022 12:35	5773	122	5521	1151	1143
09/21/2022 12:40	5651	129	5500	1155	1143
09/21/2022 12:45	5766	142	5494	1153	1140
09/21/2022 12:50	5766	144	5495	1152	1139
09/21/2022 12:55	5796	150	5477	1156	1143
09/21/2022 13:00	5756	147	5472	1149	1140
09/21/2022 13:05	5775	151	5493	1155	1143
09/21/2022 13:10	5781	173	5514	1156	1139
09/21/2022 13:15	5774	175	5524	1147	1140
09/21/2022 13:20	5705	161	5515	1152	1143
09/21/2022 13:25	5776	178	5550	1151	1143
09/21/2022 13:30	5804	175	5553	1146	1143
09/21/2022 13:35	5807	159	5558	1139	1143
09/21/2022 13:40	5817	143	5569	1141	1143
09/21/2022 13:45	5814	151	5586	1144	1143
09/21/2022 13:50	5823	159	5563	1141	1142
09/21/2022 13:55	5813	180	5525	1144	1143
09/21/2022 14:00	5753	192	5632	1130	1143
09/21/2022 14:05	5789	193	5575	1129	1143
09/21/2022 14:10	5699	186	5589	1124	1143
09/21/2022 14:15	5734	203	5626	1123	1143
09/21/2022 14:20	5726	184	5657	1125	1136
09/21/2022 14:25	5799	211	5640	1125	1142
09/21/2022 14:30	5824	219	5602	1128	1138
09/21/2022 14:35	5800	208	5646	1127	1143
09/21/2022 14:40	5794	208	5692	1131	1136
09/21/2022 14:45	5808	194	5713	1124	1142
09/21/2022 14:50	5819	207	5693	1120	1143
09/21/2022 14:55	5758	258	5861	1135	1142
09/21/2022 15:00	5809	292	5732	1133	1139
09/21/2022 15:05	5751	314	5812	1134	1142
09/21/2022 15:10	5830	313	5851	1136	1142
09/21/2022 15:15	5818	317	5895	1134	1143
09/21/2022 15:20	5847	289	5957	1135	1142
09/21/2022 15:25	5803	293	6041	1137	1143
